Mean,Top1,Top5,Top10,Pos
1.1038,89.6154,100.0,100.0,307.0
1.0,100.0,100.0,100.0,308.0
1.7992,79.3561,93.9394,97.7273,309.0
1.238,92.4242,98.548,99.6212,310.0
1.0,100.0,100.0,100.0,311.0
1.4975,60.0811,98.8764,100.0,312.0
1.0009,99.9064,100.0,100.0,313.0
1.0,100.0,100.0,100.0,314.0
1.0,100.0,100.0,100.0,315.0
2.7452,42.6329,85.1449,96.3768,316.0
1.0,100.0,100.0,100.0,317.0
5.0669,47.6103,82.3836,87.9596,318.0
1.0,100.0,100.0,100.0,319.0
1.0,100.0,100.0,100.0,320.0
2.013,81.5665,92.2261,97.1731,321.0
1.0972,96.9965,99.2933,100.0,322.0
1.1625,87.1025,100.0,100.0,323.0
1.2351,91.4035,97.8947,99.6491,324.0
1.086,91.7544,100.0,100.0,325.0
1.0116,99.5354,100.0,100.0,326.0
1.7742,69.6096,97.2611,99.1259,327.0
1.0,100.0,100.0,100.0,328.0
2.1142,85.8333,93.1713,96.9039,329.0
1.2059,93.9446,98.9619,99.654,330.0
4.8937,65.0115,86.4475,90.3114,331.0
1.012,99.8282,99.8282,100.0,332.0
1.0052,99.8282,100.0,100.0,333.0
1.1024,96.587,99.1468,100.0,334.0
1.0154,99.1468,99.8294,100.0,335.0
4.3528,41.6495,77.9167,89.6575,336.0
1.5522,50.907,99.3197,100.0,337.0
1.1911,92.1502,98.4642,100.0,338.0
1.2162,91.0473,97.973,100.0,339.0
1.0,100.0,100.0,100.0,340.0
1.0,100.0,100.0,100.0,341.0
2.7069,56.7,88.9444,94.4444,342.0
1.4934,89.9448,96.0817,98.234,343.0
1.399,60.0993,100.0,100.0,344.0
1.011,99.3377,100.0,100.0,345.0
1.0,100.0,100.0,100.0,346.0
1.0414,96.8543,100.0,100.0,347.0
1.0,100.0,100.0,100.0,348.0
3.9978,61.745,82.774,88.9262,349.0
1.149,95.0331,98.6755,100.0,350.0
1.1015,91.8024,99.9186,100.0,351.0
1.0,100.0,100.0,100.0,352.0
2.1462,75.2427,92.0712,95.7929,353.0
1.4946,81.5113,97.2669,99.3569,354.0
1.0,100.0,100.0,100.0,355.0
1.0,100.0,100.0,100.0,356.0
1.7089,65.9019,96.9409,99.2616,357.0
1.0089,99.4217,100.0,100.0,358.0
1.0,100.0,100.0,100.0,359.0
2.653,61.5142,91.0095,97.7918,360.0
1.0094,99.0596,100.0,100.0,361.0
4.7937,77.873,88.1905,91.2063,362.0
1.0062,99.6875,100.0,100.0,363.0
1.3148,88.3333,98.3073,99.7135,364.0
1.4894,89.0166,97.764,98.7474,365.0
3.7243,51.7653,80.893,93.1983,366.0
1.4144,91.4872,96.1538,98.7692,367.0
4.6305,56.9659,80.031,85.9649,368.0
1.0,100.0,100.0,100.0,369.0
1.2038,89.0265,99.0571,99.6432,370.0
1.0244,97.561,100.0,100.0,371.0
1.0,100.0,100.0,100.0,372.0
1.0,100.0,100.0,100.0,373.0
1.0,100.0,100.0,100.0,374.0
1.2951,83.3936,99.5181,100.0,375.0
2.26,76.3514,89.2392,96.5465,376.0
1.8129,42.8144,99.7006,100.0,377.0
3.4425,58.5323,85.5473,93.6567,378.0
1.0159,98.408,100.0,100.0,379.0
1.0,100.0,100.0,100.0,380.0
1.0,100.0,100.0,100.0,381.0
1.0265,98.9706,99.902,100.0,382.0
1.1584,92.522,99.2669,99.7067,383.0
1.078,96.1501,100.0,100.0,384.0
1.0,100.0,100.0,100.0,385.0
1.0,100.0,100.0,100.0,386.0
1.0593,97.4247,99.757,100.0,387.0
2.3275,50.7025,96.1483,99.4186,388.0
1.0117,99.1254,100.0,100.0,389.0
1.0,100.0,100.0,100.0,390.0
1.0,100.0,100.0,100.0,391.0
1.2984,90.8168,97.4976,99.6459,392.0
1.0295,97.3315,100.0,100.0,393.0
1.0084,99.1643,100.0,100.0,394.0
1.05,95.8333,100.0,100.0,395.0
