Mean,Top1,Top5,Top10,Pos
1.0372,96.8892,100.0,100.0,524.0
1.0903,97.648,99.2413,99.8483,525.0
2.0186,74.2882,95.9701,98.6221,526.0
1.0261,98.6446,99.9247,100.0,527.0
1.0437,98.6425,99.6983,99.8492,528.0
1.0038,99.6246,100.0,100.0,529.0
1.0408,97.0821,99.9505,100.0,530.0
1.003,99.7037,100.0,100.0,531.0
1.4382,85.4105,98.368,99.3323,532.0
1.5464,59.653,98.6315,99.7801,533.0
1.0007,99.9269,100.0,100.0,534.0
1.5104,56.2439,99.5627,100.0,535.0
1.0197,99.6356,99.8542,99.8542,536.0
1.1244,95.1409,99.2711,99.9271,537.0
2.2297,59.7689,94.708,97.9197,538.0
1.0333,99.1317,99.7106,99.8553,539.0
1.0447,98.5591,99.6398,100.0,540.0
1.336,94.9202,97.4601,98.984,541.0
1.5129,60.9278,99.0196,99.6652,542.0
1.8865,80.1917,96.6844,97.6361,543.0
1.019,99.5252,99.7626,100.0,544.0
1.0014,99.8575,100.0,100.0,545.0
1.9346,82.2318,94.6352,97.8779,546.0
1.0247,98.2456,100.0,100.0,547.0
1.4704,82.8842,98.9598,100.0,548.0
1.0,100.0,100.0,100.0,549.0
1.0,100.0,100.0,100.0,550.0
1.1669,91.7251,100.0,100.0,551.0
1.1019,96.5501,99.5571,99.8368,552.0
2.0263,81.2288,92.0218,97.3259,553.0
2.2245,75.5425,93.0055,96.8837,554.0
1.0,100.0,100.0,100.0,555.0
1.0173,99.4558,99.8639,100.0,556.0
1.342,88.1633,98.2766,99.2744,557.0
1.0189,99.1216,100.0,100.0,558.0
1.0684,97.869,99.7308,99.7981,559.0
1.1481,93.4588,99.3952,99.8656,560.0
2.8456,42.3231,91.9114,95.4606,561.0
1.0,100.0,100.0,100.0,562.0
1.0085,99.3464,100.0,100.0,563.0
1.08,96.1488,99.8368,99.9674,564.0
1.0245,99.1624,99.9356,100.0,565.0
1.2968,89.0691,98.4733,99.3639,566.0
1.0,100.0,100.0,100.0,567.0
1.5889,82.4841,97.3486,98.9284,568.0
1.0021,99.9159,100.0,100.0,569.0
1.0,100.0,100.0,100.0,570.0
1.0,100.0,100.0,100.0,571.0
1.0248,98.9314,99.8459,100.0,572.0
1.0,100.0,100.0,100.0,573.0
1.04,98.5472,99.8789,99.8789,574.0
1.0272,99.3349,99.7582,99.9395,575.0
1.3101,90.1878,98.803,99.8861,576.0
1.8869,87.7351,95.5482,97.7091,577.0
1.6035,83.9115,96.9498,98.3254,578.0
1.0,100.0,100.0,100.0,579.0
1.766,86.3477,96.1494,98.2497,580.0
1.085,97.3287,99.4425,99.8955,581.0
